fNo.       mw1            mw2        best1.x[0]     best1.theta     best2.x[0]   best2.theta   t/frame
377     0.004955017     0.002998585     328.478     37.703    243.062     149.671    0.050000
378     0.005006743     0.003951475     328.550     37.530    245.752     149.876    0.050000
379     0.005116717     0.002872911     328.294     37.520    244.838     149.719    0.050000
380     0.005062142     0.003113456     327.654     36.893    244.748     149.675    0.040000
381     0.004896929     0.003144643     328.242     37.179    245.169     149.788    0.050000
382     0.004809087     0.003029333     328.381     37.064    243.296     149.792    0.040000
383     0.004745361     0.003010846     329.232     37.251    244.799     149.749    0.050000
384     0.005487429     0.002870705     330.107     37.683    241.869     149.464    0.040000
385     0.004497252     0.003063766     331.006     38.018    245.099     149.606    0.050000
386     0.004795579     0.002871643     331.481     37.972    242.941     149.911    0.050000
387     0.005261531     0.003242515     332.369     38.457    246.044     149.687    0.050000
388     0.004638969     0.003095371     328.491     37.130    247.793     149.863    0.050000
389     0.005250487     0.002801622     327.287     36.710    244.536     149.962    0.040000
390     0.005048501     0.002986389     328.961     37.640    239.874     149.962    0.050000
391     0.005243048     0.003187644     329.213     37.616    246.506     149.928    0.050000
392     0.005314721     0.003045612     329.743     37.847    244.863     149.977    0.050000
393     0.005377467     0.002975638     330.111     37.933    245.081     149.808    0.050000
394     0.005021980     0.003037357     335.506     36.161    245.513     149.707    0.040000
395     0.004936557     0.002806656     331.969     38.734    245.921     148.984    0.040000
