fNo.       mw1            mw2        best1.x[0]     best1.theta     best2.x[0]   best2.theta   t/frame
47     0.008412668     0.005861264     314.758     40.941    219.822     149.533    0.020000
48     0.009804565     0.006474182     317.518     41.765    224.137     148.681    0.010000
49     0.007954425     0.006391992     323.948     39.400    225.736     149.193    0.020000
50     0.008646492     0.005167319     318.059     41.652    230.454     149.162    0.020000
51     0.008987760     0.006786285     320.455     39.475    229.177     149.445    0.010000
52     0.009690076     0.005607478     317.683     40.698    230.038     149.041    0.030000
53     0.009598267     0.006296542     321.475     41.713    232.906     149.113    0.020000
54     0.008850646     0.006067695     322.762     41.692    234.159     149.891    0.010000
55     0.008994604     0.006889897     325.472     42.522    234.824     149.543    0.020000
56     0.008489365     0.006317435     321.629     40.903    238.217     149.757    0.010000
57     0.009407233     0.005324736     325.687     41.864    237.711     149.570    0.020000
58     0.009700450     0.006249509     325.281     41.298    235.400     149.221    0.030000
59     0.009863333     0.005648767     325.138     38.248    242.402     149.874    0.000000
60     0.010073576     0.005245514     330.979     38.156    237.125     149.256    0.020000
61     0.009995623     0.006438485     321.878     35.618    242.931     149.756    0.030000
62     0.008895576     0.005208852     331.734     37.784    245.079     149.889    0.010000
63     0.010597624     0.006727900     325.794     39.534    243.667     149.713    0.020000
64     0.011046625     0.007343796     324.985     38.171    246.470     149.593    0.020000
65     0.008689752     0.005579060     326.104     38.361    246.637     149.216    0.010000
66     0.009702245     0.006218945     326.903     38.448    246.645     149.013    0.030000
67     0.007805340     0.005782020     330.943     39.301    250.735     149.516    0.010000
68     0.008528847     0.006429168     328.249     37.411    246.782     149.874    0.020000
69     0.010852321     0.005804643     336.952     36.666    251.140     148.778    0.010000
70     0.008362152     0.005979453     329.187     36.951    257.815     149.880    0.020000
71     0.010545053     0.006197940     331.485     38.118    256.546     149.170    0.020000
72     0.008898880     0.006770459     334.171     38.211    263.060     149.809    0.020000
73     0.009246365     0.006115082     331.783     37.555    259.781     149.067    0.020000
74     0.008538133     0.006558444     333.908     37.701    263.538     149.387    0.020000
75     0.009310377     0.005736125     337.099     38.404    255.861     149.117    0.020000
76     0.007721906     0.005885014     333.739     37.154    259.244     149.915    0.010000
77     0.009254104     0.005896510     336.862     38.049    260.426     149.507    0.010000
78     0.009734042     0.006596140     336.351     37.385    261.257     149.912    0.020000
79     0.010692134     0.006008513     337.204     37.605    258.757     148.102    0.030000
80     0.006744290     0.006929043     334.452     36.575    262.736     149.073    0.010000
81     0.008643219     0.005675883     336.672     36.592    265.404     149.475    0.020000
82     0.010391636     0.006157774     338.444     37.300    266.293     149.500    0.020000
83     0.010349914     0.006229824     337.173     34.601    264.306     148.807    0.020000
84     0.008664342     0.006581386     338.675     36.653    265.568     148.938    0.020000
85     0.008142139     0.006009428     339.416     36.719    265.886     148.851    0.010000
86     0.008935628     0.007150666     340.078     36.812    266.972     149.177    0.010000
87     0.008972442     0.005983636     337.361     35.850    264.572     148.018    0.020000
88     0.007677302     0.005132940     337.762     33.795    268.763     149.371    0.020000
89     0.008485692     0.006022141     339.077     35.881    271.562     149.677    0.020000
90     0.012058831     0.006581449     339.470     36.256    263.585     147.608    0.020000
91     0.006678221     0.005741355     337.491     35.547    267.773     148.456    0.010000
92     0.007569104     0.005925770     340.346     35.993    265.217     147.744    0.020000
93     0.007604338     0.006098750     342.091     36.614    274.694     148.658    0.010000
94     0.008065902     0.006385837     340.282     36.018    265.371     147.931    0.020000
95     0.006745180     0.005995934     340.688     36.139    260.959     146.032    0.020000
96     0.005529927     0.005559169     343.302     36.899    267.373     147.690    0.010000
97     0.007628562     0.005795427     342.742     36.656    261.832     146.199    0.030000
98     0.005911445     0.005613143     343.331     36.591    261.855     145.891    0.010000
99     0.005494500     0.005910466     342.770     35.874    264.883     146.792    0.020000
100     0.006513826     0.005713015     343.835     36.598    270.557     148.208    0.010000
101     0.008389657     0.005908362     342.360     36.307    260.960     145.681    0.030000
102     0.006227919     0.005559091     341.789     33.318    263.586     146.206    0.010000
103     0.006157876     0.006583821     340.265     34.582    261.110     145.085    0.020000
104     0.006226406     0.005943980     343.859     35.429    261.023     144.967    0.020000
105     0.005395510     0.006715833     342.194     34.954    260.595     145.099    0.020000
106     0.005939026     0.006176214     342.790     35.218    255.062     142.169    0.020000
107     0.005529692     0.006040315     343.964     35.290    260.000     144.410    0.010000
108     0.006761250     0.006297227     343.964     35.589    255.810     142.718    0.030000
109     0.005225783     0.006406255     343.735     34.787    257.666     143.682    0.010000
110     0.005907654     0.005666609     343.883     36.781    255.490     143.244    0.020000
111     0.005710050     0.006392669     343.724     36.078    249.935     140.774    0.010000
112     0.005615375     0.006276452     342.944     34.529    246.387     139.665    0.020000
113     0.005183801     0.005952636     342.865     33.090    245.173     139.434    0.020000
114     0.005674609     0.006964705     343.720     32.826    259.661     143.774    0.010000
115     0.007710927     0.006624980     343.902     33.906    262.515     144.389    0.030000
116     0.006618423     0.006088012     342.939     32.605    242.253     137.346    0.010000
117     0.005744071     0.007112053     343.790     32.689    232.718     134.122    0.020000
118     0.005256507     0.007419573     343.115     32.552    231.863     134.306    0.010000
119     0.005758252     0.006981796     343.607     32.835    225.616     132.390    0.020000
120     0.005463338     0.007203695     343.760     35.164    226.836     133.855    0.030000
121     0.006062203     0.005899445     342.952     32.229    215.914     129.744    0.020000
122     0.005485088     0.007889140     343.033     33.064    214.326     130.328    0.010000
123     0.005513798     0.006214048     343.995     34.568    222.993     135.074    0.020000
124     0.008427406     0.006366787     341.654     31.402    214.890     133.011    0.020000
125     0.005869656     0.006679306     343.403     32.294    218.846     135.043    0.010000
126     0.005966706     0.007835797     341.602     31.610    217.141     135.844    0.020000
127     0.005998321     0.008116973     343.898     34.040    226.667     140.906    0.020000
128     0.008175031     0.006918220     343.121     31.664    225.739     141.056    0.020000
129     0.006040239     0.007245501     343.987     31.730    242.399     147.798    0.020000
130     0.012096415     0.007957888     343.312     31.451    244.859     149.538    0.010000
131     0.009479018     0.008421037     342.440     30.320    242.525     149.915    0.020000
132     0.009977422     0.011345356     343.286     31.825    245.506     149.794    0.010000
133     0.010648305     0.007313329     343.206     30.299    246.964     148.997    0.030000
134     0.009318816     0.010827404     339.587     30.799    256.701     149.784    0.010000
135     0.009566326     0.010047111     341.884     30.022    254.927     149.404    0.020000
136     0.009174816     0.010451300     343.721     30.536    256.691     149.699    0.020000
137     0.008865383     0.009744696     343.572     30.705    267.469     149.805    0.010000
138     0.010893807     0.009113647     341.121     30.821    265.077     149.656    0.020000
139     0.009776573     0.008869629     342.286     30.241    262.529     149.905    0.020000
140     0.010562755     0.009551144     343.775     30.243    262.325     149.787    0.020000
141     0.010557728     0.009916547     343.811     30.861    255.353     149.630    0.020000
142     0.008824915     0.009340653     341.220     31.237    262.202     149.748    0.010000
143     0.009824116     0.008519093     341.966     30.102    261.889     149.819    0.030000
144     0.010949087     0.011222703     343.108     30.245    262.976     149.588    0.010000
145     0.010314111     0.009872351     343.743     31.496    259.997     149.914    0.020000
146     0.011068775     0.007875718     340.886     30.330    269.112     149.945    0.020000
147     0.010654307     0.009060876     339.448     30.113    257.791     149.756    0.020000
148     0.009382533     0.009486686     339.157     30.233    260.478     148.772    0.020000
149     0.008384956     0.009869745     343.676     30.796    267.343     149.981    0.010000
150     0.012011946     0.008225515     343.811     30.069    271.861     149.800    0.020000
151     0.009905855     0.010189853     341.827     30.246    266.158     149.784    0.020000
152     0.011132220     0.010580805     343.814     30.498    274.258     149.942    0.020000
153     0.010419182     0.010568357     342.748     30.672    268.364     149.577    0.010000
154     0.008279065     0.009938070     342.552     31.425    267.389     149.407    0.030000
155     0.010123165     0.008065933     341.084     30.580    271.515     149.630    0.010000
156     0.010371885     0.008581008     343.594     30.031    270.709     149.445    0.020000
157     0.009634613     0.012268774     342.697     30.592    268.366     149.406    0.020000
158     0.008777969     0.009383165     343.613     30.615    269.809     149.891    0.020000
159     0.012271423     0.009602856     342.445     30.728    277.344     149.815    0.020000
160     0.009515611     0.009935547     343.674     30.738    269.778     149.753    0.010000
161     0.008762114     0.009380179     343.677     30.795    270.464     149.966    0.020000
162     0.010585301     0.008622020     339.541     30.090    268.092     149.741    0.020000
163     0.010535444     0.011338958     342.134     31.003    279.326     149.937    0.010000
164     0.010242903     0.008995739     343.221     30.169    280.610     149.808    0.030000
165     0.009741682     0.010543316     342.804     30.184    276.263     149.344    0.010000
166     0.009630558     0.009402478     343.276     30.267    276.955     149.640    0.030000
167     0.009911872     0.010578495     342.135     30.171    280.315     149.952    0.010000
168     0.011539654     0.009287603     340.967     30.123    274.571     149.979    0.010000
169     0.010233176     0.014928816     340.886     30.462    273.416     149.980    0.030000
170     0.012118343     0.010057064     343.251     31.196    276.826     149.918    0.010000
171     0.011708900     0.008390763     341.688     31.460    273.431     149.982    0.020000
172     0.011602622     0.007388773     340.787     31.111    272.544     149.904    0.020000
173     0.009871691     0.009816803     341.918     33.062    279.357     149.768    0.010000
174     0.009404262     0.006420668     342.687     33.621    279.904     149.604    0.030000
175     0.009911525     0.006787410     339.870     31.715    277.724     149.530    0.020000
176     0.009162658     0.006848106     343.157     34.256    279.183     148.942    0.010000
177     0.008094207     0.005794613     341.617     32.498    276.598     148.739    0.020000
178     0.008588721     0.006169570     342.949     33.311    279.975     149.986    0.020000
179     0.010560717     0.006689883     341.374     32.954    274.814     149.092    0.020000
180     0.008532384     0.006764196     341.908     33.305    272.383     148.996    0.010000
181     0.008307105     0.006339114     341.525     33.012    273.370     148.960    0.020000
182     0.009561630     0.006553412     337.415     31.835    274.787     149.375    0.020000
183     0.008235914     0.007596278     338.919     32.808    274.846     149.811    0.020000
184     0.010330189     0.006844412     338.576     33.849    274.444     149.504    0.020000
185     0.010709833     0.007485860     343.884     34.114    273.765     149.404    0.010000
186     0.009242887     0.006150872     337.626     32.831    279.770     149.950    0.020000
187     0.011745241     0.007376001     337.660     32.714    274.941     149.717    0.030000
188     0.010396606     0.006868892     341.133     33.850    277.896     149.464    0.010000
189     0.009113407     0.006571709     338.014     33.507    272.575     149.439    0.010000
190     0.009478265     0.006953574     343.868     36.217    272.478     148.162    0.030000
191     0.006991982     0.006783094     334.738     32.511    272.167     148.500    0.010000
192     0.007161751     0.006507735     336.886     33.623    272.616     149.656    0.020000
193     0.010012985     0.007037879     335.046     33.112    280.934     149.838    0.020000
194     0.009487999     0.006661668     340.234     35.098    275.522     148.090    0.020000
195     0.007149992     0.006996353     339.415     35.020    276.081     148.475    0.020000
196     0.007134723     0.005975909     334.163     33.047    273.850     149.968    0.020000
197     0.010535012     0.006294553     333.046     32.700    270.050     148.015    0.010000
198     0.007615821     0.008398902     337.349     34.183    273.856     149.653    0.020000
199     0.010305582     0.006734551     339.395     35.044    272.961     149.520    0.020000
200     0.008528206     0.006650577     337.665     34.351    269.423     148.579    0.020000
201     0.008136367     0.006159875     333.186     34.809    272.785     149.735    0.010000
202     0.010348413     0.006521264     332.940     34.846    273.678     149.509    0.020000
203     0.008630947     0.006194298     332.447     33.001    268.662     148.284    0.020000
204     0.007465239     0.006959536     331.646     32.647    273.213     149.564    0.020000
205     0.011444541     0.006851054     337.088     34.545    272.291     149.389    0.020000
206     0.009698020     0.006542296     330.799     33.894    275.548     148.690    0.020000
207     0.008443424     0.006061213     329.957     33.787    268.862     148.685    0.010000
208     0.008903665     0.006958314     331.346     32.700    267.136     148.475    0.030000
209     0.008495813     0.006578794     328.949     32.079    270.222     149.461    0.010000
210     0.009739734     0.007815261     336.158     34.644    266.699     148.335    0.010000
211     0.008110736     0.006245750     336.261     34.395    268.628     149.030    0.030000
212     0.008052734     0.007162310     330.914     32.696    267.875     147.308    0.010000
213     0.006428062     0.007025043     336.260     35.682    266.373     148.503    0.030000
214     0.007843546     0.006816001     329.863     34.239    267.384     149.077    0.010000
215     0.007863376     0.006094171     329.460     34.105    267.816     147.699    0.020000
216     0.007120484     0.006574982     329.664     32.698    261.133     147.452    0.020000
217     0.006575420     0.006642307     329.014     32.284    271.421     149.247    0.020000
218     0.010290786     0.006548280     332.089     33.700    263.437     148.714    0.020000
219     0.007818159     0.007726334     327.293     33.766    266.147     149.329    0.010000
220     0.009302324     0.006614989     332.969     34.038    264.105     149.188    0.020000
221     0.009794832     0.006409421     327.130     33.866    263.143     147.000    0.020000
222     0.006703425     0.006834520     327.307     32.680    262.770     147.404    0.020000
223     0.007523227     0.007051702     332.904     35.576    256.119     147.311    0.020000
224     0.006281390     0.006717118     325.327     32.500    262.841     147.988    0.020000
225     0.008110206     0.006660826     324.248     32.074    260.069     147.335    0.010000
226     0.006183730     0.007945008     323.937     32.169    260.697     147.784    0.020000
227     0.007050411     0.007888108     324.039     33.938    258.113     147.017    0.020000
228     0.007142836     0.006634910     323.936     34.512    256.933     147.047    0.010000
229     0.006457020     0.006211095     322.367     32.214    257.151     147.610    0.030000
230     0.006905679     0.007000671     323.434     32.925    257.791     149.399    0.020000
231     0.011017986     0.007503645     323.982     34.860    256.958     147.683    0.020000
232     0.007800967     0.007330575     321.618     32.833    250.836     147.700    0.010000
233     0.007087656     0.006088352     322.237     33.414    258.262     148.537    0.020000
234     0.008205183     0.007057222     324.043     34.263    255.317     147.703    0.020000
235     0.006662247     0.006299034     322.816     34.223    252.428     148.703    0.020000
236     0.008897580     0.006219777     320.820     33.893    256.824     148.395    0.020000
237     0.007967917     0.006167202     325.122     33.620    260.960     149.750    0.010000
238     0.010011407     0.005892830     319.643     35.556    249.329     148.131    0.020000
239     0.007349342     0.007289419     320.410     36.268    253.180     149.429    0.020000
240     0.009073064     0.006627752     318.577     35.840    256.904     148.984    0.020000
241     0.008457844     0.005524711     319.184     34.593    253.208     148.094    0.010000
242     0.006662407     0.006705627     321.550     37.252    253.978     148.056    0.020000
243     0.007844327     0.006666228     319.297     36.761    254.787     148.821    0.020000
244     0.008668397     0.006168855     316.137     34.303    253.090     148.448    0.020000
245     0.009428395     0.006476820     320.666     37.405    256.479     149.001    0.020000
246     0.008999046     0.007424064     322.482     36.677    253.480     148.472    0.010000
247     0.007751114     0.005998774     321.342     37.792    257.679     149.443    0.020000
248     0.008962397     0.005885144     319.350     37.551    255.479     149.250    0.020000
249     0.009784854     0.005823794     319.184     35.853    257.461     149.823    0.030000
250     0.009689759     0.005473832     318.683     35.534    255.089     149.029    0.020000
251     0.008007054     0.005726999     317.815     35.673    257.310     149.494    0.010000
252     0.009082883     0.006715761     316.909     35.418    248.815     147.882    0.020000
253     0.007077433     0.005277993     319.974     38.232    249.154     149.910    0.020000
254     0.011971744     0.007050230     314.053     36.126    249.800     147.606    0.020000
255     0.007570346     0.005776113     321.298     38.299    255.263     149.640    0.010000
256     0.011698019     0.007276574     319.594     37.594    252.130     148.566    0.020000
257     0.008022432     0.005661167     318.146     37.161    246.485     149.499    0.020000
258     0.010536718     0.005688926     319.957     37.488    245.798     149.737    0.020000
259     0.010674285     0.006473282     319.786     37.274    248.641     149.120    0.020000
260     0.009904971     0.006410600     317.160     33.849    244.489     148.296    0.020000
261     0.007752803     0.005485508     319.515     35.317    243.288     149.435    0.020000
262     0.011022442     0.006788983     321.135     36.744    248.881     149.778    0.010000
263     0.010314168     0.007744381     318.192     33.830    248.718     149.959    0.020000
264     0.011111400     0.006109642     319.044     34.150    240.277     147.788    0.020000
265     0.007715968     0.006174293     319.451     34.005    243.130     148.673    0.020000
266     0.008298879     0.006812797     322.690     36.607    241.128     149.760    0.010000
267     0.008980043     0.006630622     318.268     33.105    240.873     149.811    0.020000
268     0.010010606     0.006016217     319.801     33.833    239.055     147.959    0.020000
269     0.007168876     0.006112787     319.976     33.521    246.559     149.255    0.020000
270     0.008161503     0.006459198     318.953     32.938    237.570     148.276    0.020000
271     0.007098523     0.005733737     321.619     33.867    235.189     147.638    0.020000
272     0.006681585     0.006381987     326.426     36.254    238.377     149.201    0.020000
273     0.008236137     0.007159154     322.205     33.983    239.078     149.594    0.010000
274     0.010367268     0.006119411     326.547     35.820    236.909     148.854    0.020000
275     0.008642154     0.006917679     320.916     35.529    234.550     147.929    0.020000
276     0.006894613     0.005416077     327.878     36.492    234.189     147.945    0.020000
277     0.006974881     0.006398714     321.634     35.599    238.259     149.924    0.020000
278     0.011586717     0.006042711     327.082     35.755    241.391     149.030    0.020000
279     0.008321032     0.005476562     328.203     36.270    245.593     149.865    0.010000
280     0.009422162     0.006169038     324.206     36.614    243.001     149.357    0.020000
281     0.009056048     0.006337076     323.699     36.666    236.139     149.141    0.020000
282     0.009232497     0.006226991     324.743     36.815    242.930     149.530    0.020000
283     0.009452310     0.005766646     323.960     36.770    241.862     148.929    0.020000
284     0.007807132     0.005602384     324.166     36.828    243.785     149.859    0.010000
285     0.010235793     0.006137916     326.058     37.666    236.288     148.792    0.020000
286     0.008407857     0.005815498     325.889     37.377    243.003     148.625    0.020000
287     0.007610060     0.006030396     327.119     38.160    235.281     148.956    0.020000
288     0.007319917     0.006775319     329.643     35.008    237.559     149.312    0.020000
289     0.008305161     0.006042634     329.332     38.857    238.303     148.183    0.020000
290     0.007026108     0.008462009     331.926     35.900    243.258     149.083    0.010000
291     0.010084531     0.005819294     329.347     38.638    238.397     148.032    0.020000
292     0.007398617     0.008164190     326.953     37.672    245.148     149.837    0.020000
293     0.010581756     0.006224012     326.308     37.499    239.626     147.236    0.020000
294     0.005791696     0.006154881     325.391     36.693    243.950     148.435    0.010000
295     0.007611592     0.005962311     328.487     36.673    242.060     148.626    0.020000
296     0.009549097     0.006305320     330.462     34.881    242.021     148.572    0.020000
297     0.007870992     0.006491989     331.635     37.512    237.587     149.669    0.020000
298     0.009248725     0.007422450     331.943     36.946    239.172     149.101    0.020000
299     0.007968919     0.005799636     331.306     35.862    237.019     148.326    0.010000
300     0.008443980     0.005464829     333.303     36.213    241.074     149.224    0.020000
301     0.008277489     0.006154665     337.054     36.670    234.306     149.949    0.020000
302     0.009508166     0.006086331     334.808     35.850    236.345     148.859    0.020000
303     0.008438256     0.006234835     334.092     35.685    236.282     149.750    0.020000
304     0.010163484     0.006391882     338.734     36.792    237.136     148.930    0.020000
305     0.007884079     0.006760012     331.062     32.072    237.970     149.536    0.020000
306     0.009672875     0.006670468     333.313     32.835    234.999     149.894    0.010000
307     0.010965573     0.007995001     334.050     33.094    235.439     149.118    0.020000
308     0.007958329     0.006959264     334.281     35.198    233.868     149.835    0.020000
309     0.010391822     0.007119867     333.602     33.385    236.468     149.238    0.020000
310     0.009278378     0.006344546     336.841     34.486    236.361     149.420    0.020000
311     0.008680039     0.006638103     340.683     36.889    242.966     149.657    0.020000
312     0.009138776     0.007573828     339.383     36.588    237.662     149.587    0.010000
313     0.011137574     0.005688908     334.542     34.202    237.416     149.987    0.020000
314     0.010957503     0.006020729     332.360     33.579    238.341     148.372    0.020000
315     0.007794306     0.006521775     331.560     33.471    237.933     148.682    0.020000
316     0.007326965     0.006488432     336.152     35.412    241.669     149.849    0.010000
317     0.010523324     0.006886348     332.524     34.328    241.504     149.341    0.030000
318     0.010092475     0.005906813     331.861     33.832    239.984     148.688    0.010000
319     0.007887496     0.006253107     332.404     34.521    242.477     148.587    0.020000
320     0.008906649     0.006414013     330.956     33.853    239.199     148.762    0.020000
321     0.007426080     0.005964063     337.104     34.419    246.289     149.555    0.020000
322     0.009354018     0.006818756     331.554     36.317    239.012     148.566    0.020000
323     0.007585526     0.006487929     331.368     36.429    246.672     149.697    0.010000
324     0.008718316     0.005833950     330.429     36.280    246.421     149.249    0.020000
325     0.008235544     0.006303306     330.692     36.315    246.797     149.354    0.020000
326     0.009008954     0.006029077     330.094     36.368    241.465     149.653    0.020000
327     0.010253771     0.006216222     328.130     33.041    239.998     149.352    0.020000
328     0.009542025     0.007155135     327.802     32.854    248.188     149.844    0.010000
329     0.010110242     0.006870792     329.748     36.798    247.398     149.774    0.030000
330     0.010852668     0.007626078     329.812     33.447    242.369     149.740    0.010000
331     0.010229372     0.006177718     328.726     36.090    240.501     149.069    0.020000
332     0.009398964     0.006878971     329.504     33.802    240.297     149.497    0.020000
333     0.008916434     0.005816591     329.885     36.196    238.958     149.206    0.020000
334     0.009664262     0.006758029     331.542     36.680    245.515     149.444    0.010000
335     0.009455397     0.006325225     331.249     36.458    239.138     149.691    0.010000
336     0.009933316     0.006048284     331.529     36.319    240.298     149.696    0.020000
337     0.008250762     0.006340994     334.484     37.218    237.813     149.826    0.020000
338     0.010838845     0.006768242     337.843     34.225    238.469     149.256    0.020000
339     0.008913296     0.005810637     331.359     33.519    236.852     149.641    0.020000
340     0.010749149     0.006394637     331.739     35.417    238.655     149.550    0.010000
341     0.009267993     0.005894509     333.665     35.888    234.491     149.078    0.020000
342     0.009036648     0.005914381     334.610     35.834    235.395     149.166    0.020000
343     0.009389997     0.005839114     339.560     35.914    237.093     148.762    0.020000
344     0.008806158     0.005451682     334.463     36.006    235.902     149.930    0.020000
345     0.010701672     0.005859546     334.137     33.286    234.144     149.986    0.010000
346     0.010207560     0.005538087     333.582     32.325    239.151     149.764    0.020000
347     0.008948683     0.007115070     332.339     31.953    235.909     149.182    0.020000
348     0.008052196     0.008367069     333.768     35.105    234.646     149.352    0.030000
349     0.010029762     0.007401986     335.055     35.828    233.920     149.621    0.010000
350     0.009924302     0.006138336     341.333     37.957    237.435     149.028    0.020000
351     0.008752214     0.007720475     338.098     33.067    236.094     149.624    0.020000
352     0.011335933     0.006184335     338.206     36.978    235.632     149.550    0.010000
353     0.009722637     0.008380873     332.703     33.215    240.692     149.732    0.020000
354     0.010540959     0.005542375     331.462     35.555    236.743     149.321    0.020000
355     0.008981725     0.006087547     332.779     36.112    234.056     147.954    0.020000
356     0.007285859     0.006997523     331.477     35.668    237.010     149.989    0.020000
357     0.011095575     0.006305025     334.699     35.473    241.914     148.881    0.020000
358     0.008481631     0.006114427     329.178     32.561    243.840     149.922    0.020000
359     0.010725535     0.006492463     330.629     35.853    238.456     149.690    0.020000
360     0.010311331     0.007297256     329.171     35.819    242.496     149.089    0.010000
361     0.008343155     0.005835129     330.155     36.441    241.184     149.764    0.020000
362     0.010817842     0.006682289     329.079     36.390    248.001     149.899    0.020000
363     0.010348679     0.005701136     328.700     36.175    248.971     149.920    0.020000
364     0.011098328     0.005649798     329.189     36.401    244.421     149.601    0.020000
365     0.011928788     0.005978329     331.408     36.837    248.345     149.708    0.010000
366     0.009426019     0.006493283     328.469     36.118    248.169     149.899    0.020000
367     0.009770639     0.005521398     329.785     36.012    248.077     149.981    0.020000
368     0.010528991     0.005540409     330.280     35.986    244.111     149.367    0.020000
369     0.009611826     0.005676149     329.381     36.031    246.166     149.918    0.020000
370     0.010932165     0.005647641     328.354     35.782    243.738     149.436    0.020000
371     0.010081858     0.005733316     328.585     35.936    241.425     149.230    0.010000
372     0.008682442     0.006160521     328.017     35.988    244.459     149.290    0.030000
373     0.009412140     0.006077475     333.900     34.672    247.241     149.982    0.020000
374     0.011458283     0.006333705     327.156     36.684    239.748     149.143    0.010000
375     0.008445288     0.006627457     326.536     36.611    244.935     149.611    0.020000
376     0.009871902     0.005801491     327.214     37.121    242.581     149.667    0.020000
377     0.009520460     0.005974966     328.365     37.623    241.475     148.712    0.010000
378     0.009010573     0.006089937     326.637     36.944    240.379     149.736    0.020000
379     0.010641109     0.006093956     327.989     37.244    241.992     149.090    0.020000
380     0.008853342     0.006139414     328.049     37.396    243.730     149.482    0.020000
381     0.008714611     0.006164397     326.357     36.466    244.615     149.620    0.010000
382     0.009248981     0.006059684     328.106     37.067    247.264     149.990    0.020000
383     0.010559560     0.005581590     333.533     34.821    243.991     149.875    0.020000
384     0.011073713     0.005575711     328.963     37.091    238.032     148.515    0.020000
385     0.008022417     0.006408785     326.848     36.370    240.209     149.644    0.020000
386     0.009167703     0.005808459     334.878     35.392    240.687     149.549    0.010000
387     0.010287110     0.005974922     329.368     35.256    245.912     149.724    0.030000
388     0.010889930     0.006458168     329.470     37.444    245.619     149.577    0.010000
389     0.008933960     0.007800440     329.068     37.303    241.634     149.993    0.020000
390     0.010604602     0.005598004     330.369     37.806    242.831     149.519    0.020000
391     0.008935109     0.006086722     332.962     34.928    239.960     149.899    0.020000
392     0.010738860     0.006277497     330.557     37.835    245.648     149.783    0.020000
393     0.009957042     0.007088971     331.479     36.936    245.521     149.735    0.010000
394     0.010392130     0.005558681     327.869     37.227    242.308     149.433    0.030000
395     0.009042896     0.006495352     329.963     38.138    246.288     149.532    0.010000
396     0.009820770     0.005894791     326.985     37.171    247.098     149.571    0.020000
