fNo.       mw1            mw2        best1.x[0]     best1.theta     best2.x[0]   best2.theta   t/frame
128     0.017067447     0.015467617     310.156     32.045    267.505     149.757    0.000000
129     0.020777404     0.013813099     310.432     32.925    266.987     149.577    0.020000
130     0.019715261     0.013344938     308.664     32.481    263.424     148.224    0.010000
131     0.015654080     0.013581993     310.791     33.043    264.965     148.410    0.010000
132     0.017431580     0.012636365     313.858     33.594    264.580     147.740    0.020000
133     0.013137925     0.016679456     312.764     33.297    264.452     148.012    0.010000
134     0.014589698     0.014999644     311.232     31.491    268.680     149.597    0.010000
135     0.017604044     0.014323379     319.832     35.145    268.909     148.736    0.020000
136     0.014719904     0.012526598     313.271     33.545    267.596     149.896    0.000000
137     0.021241721     0.012515802     312.093     33.204    266.089     148.666    0.020000
138     0.014546618     0.014080377     311.294     33.431    264.988     147.229    0.010000
139     0.012273622     0.012908306     308.533     32.467    276.931     149.408    0.020000
140     0.019078653     0.013106398     316.049     34.191    265.402     147.829    0.010000
141     0.012087945     0.013108712     306.150     30.206    262.965     147.430    0.010000
142     0.013838062     0.020193156     315.089     34.272    266.771     147.358    0.010000
143     0.012219561     0.015260572     315.388     33.960    271.495     148.758    0.010000
144     0.016517133     0.011778214     307.041     30.756    267.670     147.531    0.020000
145     0.013552337     0.017202377     312.614     33.301    273.307     149.772    0.020000
146     0.021776952     0.015761800     310.908     32.610    269.284     148.376    0.010000
147     0.015729122     0.013335940     314.508     32.706    268.277     147.725    0.010000
148     0.014000046     0.015800184     313.658     33.433    274.929     149.736    0.010000
149     0.020092407     0.012321478     312.690     33.631    272.497     147.866    0.010000
150     0.014140676     0.013049233     316.632     33.545    271.590     148.175    0.020000
151     0.012881466     0.012562947     312.309     32.308    276.127     149.752    0.010000
152     0.019564958     0.014715963     310.004     33.263    277.411     149.623    0.010000
153     0.017989054     0.013195812     317.927     34.874    274.343     149.174    0.010000
154     0.014837338     0.012763561     311.356     33.939    275.914     149.053    0.010000
155     0.016351376     0.011173309     310.763     33.409    277.660     149.409    0.010000
156     0.021328786     0.013049562     315.612     34.500    271.969     147.108    0.030000
157     0.011237536     0.013377954     317.579     34.747    279.434     149.171    0.000000
158     0.018030278     0.013053541     317.886     35.100    277.903     147.821    0.020000
159     0.015586278     0.010913339     319.225     35.302    273.390     148.313    0.010000
160     0.013928236     0.013161103     308.688     32.542    273.994     146.964    0.010000
161     0.012972106     0.012345033     316.105     34.511    282.120     149.858    0.020000
162     0.021858918     0.013752947     307.196     32.549    279.091     148.190    0.000000
163     0.014810293     0.013435614     317.482     34.789    276.891     147.349    0.020000
164     0.013382505     0.012043997     314.765     33.779    279.739     149.572    0.010000
165     0.019538522     0.012980970     326.229     36.016    284.244     148.769    0.010000
166     0.019153584     0.013928054     306.652     31.665    282.504     149.571    0.020000
167     0.017958025     0.019751322     311.064     33.011    280.356     147.767    0.010000
168     0.014789430     0.014589153     309.119     32.131    279.826     148.788    0.010000
169     0.015255845     0.013270047     312.879     33.157    276.920     147.637    0.010000
170     0.013444663     0.012102569     303.857     31.341    280.405     149.137    0.010000
171     0.020285832     0.015560774     317.229     33.522    280.529     149.175    0.010000
172     0.016915875     0.013210008     313.820     32.817    280.540     147.676    0.010000
173     0.012895564     0.016287182     283.287     149.468    317.214     33.514    0.020000
174     0.019063443     0.013015395     310.282     31.630    285.002     149.986    0.010000
175     0.021941746     0.015532916     309.434     31.181    277.871     148.614    0.020000
176     0.017169205     0.016617579     279.062     148.337    303.933     30.451    0.010000
177     0.012792110     0.023721708     314.676     32.012    281.593     149.581    0.010000
178     0.017801814     0.015808849     314.139     31.989    278.762     148.452    0.010000
179     0.013549304     0.013418212     310.245     30.824    276.537     148.349    0.020000
180     0.015687954     0.018122505     316.669     32.448    279.540     149.473    0.000000
181     0.019386489     0.014149904     313.733     31.684    274.191     147.510    0.020000
182     0.013932675     0.012316561     311.626     31.029    274.086     146.828    0.010000
183     0.012191276     0.017772617     306.991     30.548    282.799     149.583    0.020000
184     0.022704476     0.020906433     281.899     149.350    303.066     30.017    0.010000
185     0.016695855     0.023002628     312.429     30.989    279.106     148.915    0.010000
186     0.017421857     0.018446205     310.788     30.640    282.043     149.015    0.010000
187     0.016934175     0.016283231     305.129     30.346    280.858     149.270    0.010000
188     0.018141124     0.020740481     307.846     30.798    282.301     149.162    0.020000
189     0.017135967     0.015506764     312.622     31.165    281.312     149.138    0.010000
190     0.017246516     0.015360380     309.984     30.618    279.455     148.335    0.010000
191     0.013257910     0.020479716     312.498     30.815    279.837     148.609    0.010000
192     0.014076258     0.015785990     306.670     30.038    277.263     146.930    0.020000
193     0.013304676     0.020634376     310.306     30.341    281.618     148.262    0.010000
194     0.018647978     0.022351135     308.368     30.349    275.911     147.673    0.010000
195     0.014212667     0.020954816     309.412     31.335    276.885     147.424    0.010000
196     0.013561576     0.013683403     311.824     31.332    277.625     148.035    0.020000
197     0.014898418     0.014886133     313.735     30.499    278.034     147.750    0.010000
198     0.012520807     0.023067642     307.369     30.176    280.344     148.509    0.010000
199     0.015603008     0.017785266     310.608     30.709    278.267     147.870    0.020000
200     0.015915761     0.019347664     311.609     31.056    272.517     146.246    0.010000
201     0.011502700     0.018144045     284.646     148.029    315.142     32.175    0.010000
202     0.013461138     0.016092910     308.552     30.288    279.621     148.228    0.010000
203     0.014818314     0.023423895     281.200     148.433    316.529     32.133    0.010000
204     0.015601986     0.015701212     311.027     31.240    275.865     146.959    0.020000
205     0.012947665     0.016454116     310.896     30.510    286.852     148.258    0.010000
206     0.012820881     0.019305574     315.505     30.681    271.048     145.495    0.020000
207     0.011002523     0.019615151     279.684     147.644    313.668     31.029    0.000000
208     0.014333142     0.019857263     309.828     30.253    276.126     147.300    0.010000
209     0.012511990     0.021867501     268.920     144.193    309.002     30.184    0.020000
210     0.011578275     0.020235648     309.538     30.035    270.189     144.750    0.010000
211     0.009965566     0.020770429     312.378     30.340    271.901     145.277    0.010000
212     0.013666167     0.021278646     277.633     147.349    311.895     31.003    0.010000
213     0.012567645     0.015066393     276.845     147.017    316.995     30.408    0.020000
214     0.012414965     0.018894004     314.139     30.545    281.259     146.618    0.010000
215     0.011935246     0.019887220     278.191     147.624    320.795     31.294    0.010000
216     0.012794205     0.015878677     316.439     31.692    279.539     146.533    0.020000
217     0.013016930     0.016160483     314.734     30.185    268.815     144.489    0.010000
218     0.011404012     0.019225359     316.371     30.300    276.060     146.785    0.010000
219     0.012132376     0.023937704     318.695     30.581    271.971     146.350    0.010000
220     0.012200920     0.020736501     320.779     31.453    280.006     148.659    0.020000
221     0.017775357     0.015287552     319.110     30.201    272.535     145.527    0.010000
222     0.011883995     0.025535176     330.692     33.187    276.847     146.167    0.010000
223     0.012959780     0.013696946     275.638     147.343    323.878     31.455    0.010000
224     0.014362664     0.016150679     328.416     31.437    279.685     146.708    0.010000
225     0.011667689     0.015253525     323.625     30.689    276.358     147.334    0.020000
226     0.011602348     0.016124971     323.277     30.472    269.882     145.369    0.010000
227     0.011352315     0.021710841     328.374     31.237    273.812     146.998    0.010000
228     0.014062338     0.017032959     331.001     31.582    278.828     148.079    0.020000
229     0.012660414     0.013919097     323.261     30.100    278.389     147.878    0.000000
230     0.014570811     0.024608657     325.845     31.547    274.874     146.978    0.020000
231     0.013440593     0.014705476     277.020     147.450    325.779     31.350    0.010000
232     0.012004484     0.016112687     284.727     148.208    325.058     30.666    0.010000
233     0.012615042     0.016654540     276.814     147.217    332.406     32.765    0.020000
234     0.012626021     0.015632706     278.455     147.784    323.600     30.494    0.010000
235     0.015162113     0.019276878     287.263     148.285    328.155     32.206    0.020000
236     0.017155131     0.017553343     286.510     147.822    324.509     31.197    0.010000
237     0.014658899     0.015902124     283.974     147.130    324.282     30.906    0.010000
238     0.012695887     0.016420670     275.591     146.782    323.149     30.376    0.010000
239     0.010761467     0.020982172     282.682     146.940    337.155     33.595    0.010000
240     0.011672878     0.015627282     274.573     146.262    322.563     30.554    0.010000
241     0.013246898     0.016198007     280.103     147.165    319.843     30.060    0.010000
242     0.013084132     0.022210851     283.026     147.997    317.573     30.183    0.010000
243     0.015342822     0.020425651     272.198     144.647    322.335     30.424    0.020000
244     0.010455441     0.023110898     316.663     30.067    279.397     146.930    0.020000
245     0.014120766     0.025305528     316.559     30.041    279.304     146.118    0.010000
246     0.012533409     0.025071826     280.072     147.214    325.830     31.440    0.010000
247     0.013375728     0.020219015     272.959     144.450    324.516     31.440    0.010000
248     0.009673554     0.017797915     269.570     143.613    320.203     31.173    0.010000
249     0.010333840     0.014807017     315.166     30.450    268.876     143.497    0.020000
250     0.010122824     0.017009921     312.883     30.326    273.316     145.547    0.010000
251     0.015922623     0.021177508     314.752     30.504    267.988     143.348    0.010000
252     0.011596979     0.019656617     312.338     30.225    285.065     148.010    0.010000
253     0.018997675     0.021348050     311.634     30.426    265.983     142.240    0.020000
254     0.009677294     0.022561289     319.470     31.885    271.442     145.074    0.010000
255     0.013410082     0.015787901     312.787     30.376    266.340     143.318    0.010000
256     0.011951148     0.019469555     313.049     30.502    263.486     142.393    0.020000
257     0.011137093     0.018191423     319.570     31.580    279.001     146.495    0.010000
258     0.016328918     0.013665865     310.844     30.167    261.855     141.819    0.020000
259     0.011139993     0.023024114     312.871     30.233    262.826     142.102    0.000000
260     0.012210990     0.021351183     314.990     30.852    268.511     144.298    0.020000
261     0.012495794     0.018667560     313.560     30.141    274.412     145.917    0.000000
262     0.013559157     0.019758314     313.072     30.364    282.486     147.640    0.020000
263     0.016330928     0.015873335     315.606     30.569    273.422     146.000    0.010000
264     0.012436393     0.019123474     309.734     30.043    265.004     144.311    0.020000
265     0.010817785     0.025086343     316.272     30.748    250.456     139.083    0.010000
266     0.010326291     0.020079629     310.854     30.191    252.991     140.003    0.010000
267     0.012174657     0.020305699     308.892     30.044    250.068     139.523    0.010000
268     0.011556669     0.023180021     315.486     31.332    255.205     141.689    0.010000
269     0.013089335     0.015184757     315.263     30.953    251.127     140.658    0.020000
270     0.009671412     0.023118587     306.154     30.212    242.398     138.534    0.010000
271     0.011807213     0.022376267     310.834     30.834    246.885     140.795    0.010000
272     0.012657591     0.017437370     311.589     30.227    255.783     142.856    0.020000
273     0.011330441     0.019109732     315.263     30.797    236.800     139.215    0.010000
274     0.012340306     0.019264445     303.964     30.167    225.625     137.113    0.010000
275     0.011181246     0.020697346     310.075     31.127    214.023     135.810    0.020000
276     0.010207621     0.015769146     309.229     30.374    215.381     138.247    0.010000
277     0.011599349     0.020866029     305.109     30.677    217.604     141.479    0.010000
278     0.014986204     0.017325802     306.131     30.095    225.304     144.823    0.010000
279     0.014201259     0.018940104     304.848     30.311    235.595     147.806    0.020000
280     0.017590806     0.022704303     306.589     30.448    255.608     149.831    0.010000
281     0.022316087     0.019038513     306.142     30.857    255.003     149.413    0.010000
282     0.020007052     0.020144423     308.120     30.802    243.326     149.735    0.010000
283     0.021914514     0.020074174     309.841     31.363    234.862     148.599    0.000000
284     0.014488668     0.016752720     306.640     30.967    235.381     149.618    0.020000
285     0.020916227     0.020133827     309.121     31.601    231.376     148.296    0.020000
286     0.013973697     0.016123336     309.098     30.285    232.525     149.132    0.010000
287     0.015211416     0.022917684     307.731     31.127    235.853     149.438    0.010000
288     0.018749682     0.023644162     305.609     30.102    231.931     149.303    0.010000
289     0.018735282     0.023314422     307.191     30.834    216.155     149.331    0.020000
290     0.023061860     0.017417697     304.055     30.376    224.885     149.779    0.010000
291     0.017569372     0.023053534     312.479     32.263    228.136     149.069    0.020000
292     0.017442903     0.013739293     302.374     30.192    225.134     149.796    0.000000
293     0.020993143     0.024548292     307.749     30.856    221.509     149.303    0.010000
294     0.017472332     0.018074991     306.016     31.635    219.775     149.558    0.020000
295     0.019586634     0.013418509     306.397     31.569    224.118     149.781    0.010000
296     0.020534987     0.013964196     301.494     30.565    252.174     149.535    0.010000
297     0.019328780     0.020514859     301.063     30.292    253.860     149.987    0.020000
298     0.021596188     0.023155255     309.263     32.544    244.046     147.531    0.010000
299     0.012532271     0.016693806     305.601     30.511    244.645     149.692    0.010000
300     0.024634197     0.023869259     309.455     33.170    242.751     149.066    0.020000
301     0.021469668     0.012992417     309.121     31.283    234.000     149.937    0.010000
302     0.019591197     0.016000153     313.573     33.686    240.532     148.966    0.020000
303     0.015109943     0.014552118     306.113     31.700    231.147     148.062    0.010000
304     0.017657008     0.013737850     309.193     32.984    244.820     149.656    0.010000
305     0.021123188     0.013398066     301.956     30.206    233.171     148.456    0.010000
306     0.017586514     0.018361866     303.858     30.332    243.559     149.922    0.010000
307     0.020392727     0.022125725     304.308     30.390    232.948     149.521    0.010000
308     0.023324138     0.020963086     305.719     31.828    233.404     149.905    0.020000
309     0.021099081     0.015900308     306.232     32.260    236.863     149.845    0.010000
310     0.018001068     0.016878735     302.711     31.799    231.051     148.501    0.010000
311     0.017876286     0.018031735     304.408     32.328    263.474     149.788    0.010000
312     0.020215062     0.014417082     306.818     33.065    241.534     149.948    0.020000
313     0.022159340     0.013260464     303.851     32.008    236.234     149.419    0.010000
314     0.018401377     0.016180826     304.471     32.205    223.195     149.940    0.010000
315     0.020095861     0.014535784     306.782     31.379    222.156     149.810    0.020000
316     0.021215191     0.019629303     309.404     32.588    229.675     148.793    0.000000
317     0.015672719     0.013472118     308.844     32.303    231.613     149.991    0.020000
318     0.019219201     0.014519321     310.909     31.080    224.458     149.829    0.010000
319     0.016004128     0.016387645     314.407     32.092    221.000     148.342    0.010000
320     0.013298619     0.015236132     314.343     32.396    220.598     149.738    0.010000
321     0.023129323     0.014309010     320.867     33.804    219.271     149.692    0.020000
322     0.019954361     0.014098172     317.244     33.385    217.241     149.609    0.010000
323     0.019288076     0.012333264     321.598     33.897    220.088     149.437    0.020000
324     0.019145120     0.011256008     316.807     32.575    213.384     149.297    0.010000
325     0.023742724     0.014016975     323.834     34.259    215.079     148.114    0.010000
326     0.014903137     0.012506589     319.981     33.051    218.057     150.000    0.010000
327     0.021176260     0.016586360     313.422     30.289    222.301     149.861    0.020000
328     0.018319082     0.022294220     318.367     32.385    215.910     149.517    0.010000
329     0.017132852     0.017715486     317.154     32.651    219.509     149.963    0.010000
330     0.023352847     0.013544311     317.089     32.758    257.630     146.606    0.010000
331     0.012266313     0.012564662     320.239     33.702    220.513     149.994    0.010000
332     0.023211310     0.014818687     319.722     33.723    258.552     149.245    0.020000
333     0.017768035     0.013038095     318.303     33.178    258.604     143.837    0.010000
334     0.011165641     0.013095676     323.822     34.312    254.230     148.000    0.010000
335     0.016026443     0.011891982     316.614     31.135    228.085     149.936    0.010000
336     0.020826709     0.013562457     314.935     30.450    254.924     147.738    0.020000
337     0.012882847     0.017274356     323.368     33.632    260.803     149.705    0.010000
338     0.026115505     0.013488073     324.730     34.045    258.830     143.143    0.010000
339     0.009876322     0.013224581     326.640     33.829    260.218     149.755    0.010000
340     0.030552793     0.012699415     318.916     31.599    258.638     147.439    0.010000
341     0.013687558     0.012280516     322.870     32.699    257.774     148.928    0.020000
342     0.017499907     0.011467897     322.637     32.381    260.710     145.974    0.010000
343     0.011898172     0.013276999     321.045     31.883    262.268     149.629    0.010000
344     0.019615598     0.016969783     321.304     31.996    260.427     149.765    0.020000
345     0.020663882     0.013685420     323.365     32.578    259.235     148.739    0.010000
346     0.017086193     0.015099739     321.969     32.028    263.353     145.446    0.010000
347     0.011495179     0.017138027     323.091     33.024    260.381     148.075    0.010000
348     0.016151069     0.014081774     319.531     32.336    265.782     145.753    0.010000
349     0.011829508     0.017233070     320.085     32.386    268.930     149.952    0.020000
350     0.022665394     0.015783040     322.442     33.368    268.159     148.606    0.020000
351     0.014074255     0.013087582     321.415     32.807    269.037     149.297    0.000000
352     0.016323008     0.013778717     317.586     32.326    269.709     148.876    0.020000
353     0.015874354     0.014278580     323.219     33.666    271.619     148.625    0.010000
354     0.014690648     0.012415984     320.172     32.752    271.057     149.337    0.010000
355     0.018012613     0.014576836     323.191     33.337    270.784     147.212    0.010000
356     0.012774815     0.012689278     320.465     33.187    269.031     149.891    0.010000
357     0.023537032     0.013282758     318.361     32.639    271.346     149.504    0.020000
358     0.022210563     0.015045695     320.108     33.109    270.610     149.853    0.010000
359     0.022305664     0.014689826     316.488     32.381    268.767     149.048    0.020000
360     0.016296500     0.014585359     314.823     32.235    269.012     148.584    0.010000
361     0.015642673     0.012998090     315.311     32.587    271.231     146.970    0.010000
362     0.012865988     0.014072664     312.903     31.992    274.089     148.049    0.020000
363     0.015416653     0.017491901     319.694     33.596    272.641     149.468    0.010000
364     0.019771568     0.012846471     315.507     33.069    275.084     148.686    0.000000
365     0.015873088     0.014511696     314.802     32.606    274.267     148.027    0.020000
366     0.015177187     0.014234119     312.581     32.720    277.214     149.615    0.010000
367     0.018586654     0.014204361     311.450     32.881    274.647     149.476    0.010000
368     0.018196564     0.013430241     315.368     33.775    272.909     149.667    0.020000
369     0.018539617     0.012244327     309.799     31.354    274.421     149.287    0.010000
370     0.020541592     0.016563643     309.694     31.754    275.822     148.594    0.020000
371     0.013785440     0.012836523     318.204     35.009    273.810     149.292    0.010000
372     0.020729640     0.014836337     316.372     34.503    274.043     147.525    0.010000
373     0.014916329     0.013596626     316.419     34.209    272.006     149.994    0.010000
374     0.025779394     0.011902600     312.896     33.476    271.716     149.890    0.010000
375     0.020325271     0.013461243     313.915     32.339    277.269     149.438    0.010000
376     0.021264704     0.013262654     308.743     31.531    273.228     148.222    0.020000
377     0.016742401     0.015703257     313.922     33.331    270.346     148.905    0.020000
378     0.015754877     0.012495554     315.447     33.047    274.190     149.196    0.000000
379     0.016899751     0.014947909     311.345     33.204    267.173     145.593    0.020000
380     0.013217890     0.011919715     310.030     32.085    268.084     148.233    0.010000
381     0.021005973     0.013001052     312.928     33.486    276.153     149.724    0.010000
382     0.021930218     0.014018340     314.537     33.983    275.866     149.939    0.010000
383     0.020444619     0.011879030     313.965     33.866    273.406     148.719    0.010000
384     0.015563820     0.013124781     311.444     32.028    270.980     148.688    0.020000
385     0.017161883     0.013989547     311.065     31.979    266.406     147.520    0.020000
386     0.013954497     0.017660322     312.330     31.790    266.993     148.914    0.010000
387     0.016750595     0.015021975     316.500     33.183    271.440     148.549    0.010000
388     0.015302087     0.011939403     319.509     34.034    270.542     148.854    0.010000
389     0.012926368     0.011900873     316.913     34.159    271.175     149.540    0.020000
390     0.017351029     0.011441521     315.401     33.049    266.458     149.437    0.000000
391     0.016499905     0.012551005     311.678     32.404    270.215     148.446    0.020000
392     0.016032018     0.012330119     320.465     34.321    267.318     148.243    0.010000
393     0.014879905     0.015854886     313.488     32.813    266.579     148.205    0.020000
394     0.013727071     0.011391334     314.626     32.772    269.490     149.616    0.010000
395     0.020673858     0.016243890     320.758     34.474    266.186     149.583    0.010000
396     0.018276934     0.013668054     318.721     35.273    266.989     149.698    0.020000
