fNo.       mw1            mw2        best1.x[0]     best1.theta     best2.x[0]   best2.theta   t/frame
254     0.005131831     0.009254520     312.868     30.075    272.495     144.997    0.010000
255     0.006748929     0.011054828     311.317     30.218    282.901     147.388    0.030000
256     0.007693193     0.009598691     316.274     30.833    276.615     146.028    0.010000
257     0.005758388     0.009416242     315.761     30.678    283.427     147.828    0.020000
258     0.007425361     0.009082288     310.182     30.124    270.953     145.303    0.020000
259     0.005942120     0.012598421     316.018     30.375    264.577     143.307    0.020000
260     0.005440213     0.011086418     311.746     30.029    271.016     144.724    0.020000
261     0.005986179     0.011896712     312.387     30.039    262.517     142.911    0.020000
262     0.005367401     0.010640523     316.384     31.019    257.269     141.886    0.020000
263     0.006052591     0.009713073     313.074     30.394    261.418     143.253    0.020000
264     0.006336738     0.010832538     312.038     30.520    263.271     142.849    0.020000
265     0.005901260     0.009075738     311.330     30.022    252.616     139.559    0.010000
266     0.005443464     0.011237998     313.018     30.875    252.435     141.086    0.020000
267     0.005736563     0.008960953     307.171     30.108    249.059     139.190    0.030000
268     0.005309239     0.010486494     309.783     30.005    257.124     141.926    0.010000
269     0.006467320     0.009771804     312.239     30.614    248.145     139.798    0.020000
270     0.006062105     0.009656406     311.108     30.661    245.446     139.460    0.020000
271     0.005588663     0.009970742     309.638     30.086    248.759     142.078    0.020000
272     0.006447811     0.010227609     314.404     31.371    246.609     141.049    0.020000
273     0.005323143     0.007920848     307.735     30.280    231.070     137.771    0.020000
274     0.005439889     0.010214796     307.811     30.125    220.071     135.844    0.020000
275     0.005644170     0.010636713     305.789     30.292    213.416     135.370    0.020000
276     0.005825921     0.008827886     309.531     30.507    234.089     141.653    0.010000
277     0.009236821     0.009308443     305.353     30.994    254.756     147.768    0.030000
278     0.009465759     0.009348960     305.171     30.038    238.155     148.680    0.010000
279     0.007964797     0.011587408     307.858     30.287    237.676     149.607    0.020000
280     0.010424801     0.010227026     308.218     30.545    232.538     149.649    0.030000
281     0.010232838     0.008782622     306.212     30.255    234.298     149.833    0.010000
282     0.010199268     0.010399554     305.869     30.449    233.218     149.879    0.020000
283     0.010787420     0.009500550     310.247     31.060    228.720     149.991    0.020000
284     0.010235673     0.008441316     307.864     30.294    235.743     149.348    0.020000
285     0.008519656     0.010043414     307.294     30.582    235.012     149.902    0.020000
286     0.010663741     0.009267120     306.190     30.923    233.538     149.950    0.020000
287     0.011156108     0.009528456     305.188     30.379    233.969     149.754    0.010000
288     0.010413461     0.008736127     305.239     30.955    229.890     149.884    0.020000
289     0.011032884     0.009023495     307.270     30.265    221.740     149.453    0.020000
290     0.008584656     0.009695931     305.089     30.780    225.934     149.792    0.030000
291     0.009850946     0.008836023     302.625     30.075    226.374     149.671    0.010000
292     0.010838250     0.010551995     307.676     31.347    230.584     149.585    0.020000
293     0.009816572     0.008543028     302.993     30.568    229.688     149.844    0.020000
294     0.010231680     0.009357110     302.975     30.625    221.352     149.131    0.010000
295     0.008191337     0.009319652     307.545     31.843    223.360     149.876    0.020000
296     0.009727580     0.007810064     305.245     31.747    252.266     149.303    0.020000
297     0.008858128     0.007126009     302.085     30.375    213.742     148.587    0.020000
298     0.007277653     0.009124415     309.298     32.178    251.357     149.674    0.020000
299     0.011047597     0.007852345     304.844     31.429    241.330     149.286    0.020000
300     0.009581755     0.009247105     306.275     31.380    214.977     149.460    0.020000
301     0.009859752     0.007723084     307.315     32.198    243.603     149.814    0.020000
302     0.010397838     0.008009649     307.967     31.258    245.994     149.505    0.020000
303     0.009663657     0.007659640     304.559     31.421    232.028     149.569    0.020000
304     0.010711541     0.008813781     310.325     33.116    233.689     149.363    0.010000
305     0.007981258     0.006857623     310.132     32.924    232.742     149.876    0.030000
306     0.011414577     0.006598247     307.539     32.603    233.183     148.792    0.010000
307     0.007325294     0.006770876     303.201     31.479    229.500     148.664    0.020000
308     0.007642404     0.009119885     308.449     32.605    239.934     149.808    0.020000
309     0.010644126     0.006883816     303.898     31.991    233.708     149.708    0.020000
310     0.010486786     0.007891439     302.217     31.535    232.546     148.586    0.020000
311     0.007629265     0.008069748     306.237     32.359    228.628     148.195    0.020000
312     0.007124193     0.007349104     304.526     32.031    234.095     149.978    0.010000
313     0.010345686     0.007489146     306.746     32.539    221.865     149.629    0.030000
314     0.009558441     0.006678551     307.454     32.788    224.350     149.495    0.010000
315     0.009725751     0.007401837     308.724     32.855    232.433     149.798    0.020000
316     0.009998322     0.007099964     304.832     30.540    229.608     149.780    0.020000
317     0.009578098     0.009870515     311.582     32.147    227.979     149.936    0.020000
318     0.009170103     0.007530770     315.140     33.600    218.105     149.033    0.010000
319     0.009228964     0.006406983     311.628     32.514    221.619     149.984    0.030000
320     0.011231235     0.006573949     314.048     32.571    219.888     149.540    0.010000
